"Année";"Grande région";"Division économique";"Position professionnelle";"Sexe";"Médiane";"P10";"P25";"P75";"P90"
"2020";"Nordwestschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Sans fonction de cadre";"Femmes";6013;4630;4947;7444;8752
"2020";"Nordwestschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Sans fonction de cadre";"Hommes";7340;5422;6336;8578;10022
"2020";"Nordwestschweiz";"> 62 Activité informatiques";"Position professionnelle - total";"Sexe - total";9327;5776;7333;11785;15662
"2020";"Nordwestschweiz";"> 62 Activité informatiques";"Position professionnelle - total";"Femmes";7729;5206;6339;9972;12310
"2020";"Nordwestschweiz";"> 62 Activité informatiques";"Position professionnelle - total";"Hommes";9602;6113;7645;12059;16092
"2020";"Nordwestschweiz";"> 62 Activité informatiques";"Cadre supérieur et moyen";"Sexe - total";11427;6190;8278;15354;18083
"2020";"Nordwestschweiz";"> 62 Activité informatiques";"Cadre supérieur et moyen";"Femmes";;;;;
"2020";"Nordwestschweiz";"> 62 Activité informatiques";"Cadre supérieur et moyen";"Hommes";11942;6341;9034;15755;19364
"2020";"Nordwestschweiz";"> 62 Activité informatiques";"Cadre inférieur";"Sexe - total";10789;7081;8719;13543;20164
"2020";"Nordwestschweiz";"> 62 Activité informatiques";"Cadre inférieur";"Femmes";;;;;
"2020";"Nordwestschweiz";"> 62 Activité informatiques";"Cadre inférieur";"Hommes";10789;7081;8719;13666;21182
"2020";"Nordwestschweiz";"> 62 Activité informatiques";"Responsable de l'exécution des travaux";"Sexe - total";10315;6295;7628;13154;16412
"2020";"Nordwestschweiz";"> 62 Activité informatiques";"Responsable de l'exécution des travaux";"Femmes";;;;;
"2020";"Nordwestschweiz";"> 62 Activité informatiques";"Responsable de l'exécution des travaux";"Hommes";10315;6295;8607;13110;16715
"2020";"Nordwestschweiz";"> 62 Activité informatiques";"Sans fonction de cadre";"Sexe - total";8785;5606;7127;10710;13386
"2020";"Nordwestschweiz";"> 62 Activité informatiques";"Sans fonction de cadre";"Femmes";7582;5199;6299;9270;12104
"2020";"Nordwestschweiz";"> 62 Activité informatiques";"Sans fonction de cadre";"Hommes";9100;5783;7421;10916;13595
"2020";"Nordwestschweiz";"> 63 Services d'information";"Position professionnelle - total";"Sexe - total";;;;;
"2020";"Nordwestschweiz";"> 63 Services d'information";"Position professionnelle - total";"Femmes";;;;;
"2020";"Nordwestschweiz";"> 63 Services d'information";"Position professionnelle - total";"Hommes";;;;;
"2020";"Nordwestschweiz";"> 63 Services d'information";"Cadre supérieur et moyen";"Sexe - total";;;;;
"2020";"Nordwestschweiz";"> 63 Services d'information";"Cadre supérieur et moyen";"Femmes";;;;;
"2020";"Nordwestschweiz";"> 63 Services d'information";"Cadre supérieur et moyen";"Hommes";;;;;
"2020";"Nordwestschweiz";"> 63 Services d'information";"Cadre inférieur";"Sexe - total";;;;;
"2020";"Nordwestschweiz";"> 63 Services d'information";"Cadre inférieur";"Femmes";..;..;..;..;..
"2020";"Nordwestschweiz";"> 63 Services d'information";"Cadre inférieur";"Hommes";;;;;
"2020";"Nordwestschweiz";"> 63 Services d'information";"Responsable de l'exécution des travaux";"Sexe - total";..;..;..;..;..
"2020";"Nordwestschweiz";"> 63 Services d'information";"Responsable de l'exécution des travaux";"Femmes";..;..;..;..;..
"2020";"Nordwestschweiz";"> 63 Services d'information";"Responsable de l'exécution des travaux";"Hommes";..;..;..;..;..
"2020";"Nordwestschweiz";"> 63 Services d'information";"Sans fonction de cadre";"Sexe - total";;;;;
"2020";"Nordwestschweiz";"> 63 Services d'information";"Sans fonction de cadre";"Femmes";;;;;
"2020";"Nordwestschweiz";"> 63 Services d'information";"Sans fonction de cadre";"Hommes";;;;;
"2020";"Zürich";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Position professionnelle - total";"Sexe - total";8320;5425;6602;10621;13231
"2020";"Zürich";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Position professionnelle - total";"Femmes";6629;4651;5477;8538;10867
"2020";"Zürich";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Position professionnelle - total";"Hommes";8860;6127;7272;11131;14127
"2020";"Zürich";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre supérieur et moyen";"Sexe - total";10781;6923;8124;13726;18340
"2020";"Zürich";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre supérieur et moyen";"Femmes";9699;6758;7703;12133;15833
"2020";"Zürich";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre supérieur et moyen";"Hommes";10876;6931;8206;14049;18529
"2020";"Zürich";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre inférieur";"Sexe - total";8762;6257;7553;10858;13783
"2020";"Zürich";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre inférieur";"Femmes";6950;6190;6190;9069;12329
"2020";"Zürich";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre inférieur";"Hommes";8762;7324;7905;11145;14004
"2020";"Zürich";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Responsable de l'exécution des travaux";"Sexe - total";8639;6127;7503;9894;10990
"2020";"Zürich";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Responsable de l'exécution des travaux";"Femmes";8115;5778;6667;9181;10508
"2020";"Zürich";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Responsable de l'exécution des travaux";"Hommes";8850;6127;7937;10070;11250
"2020";"Zürich";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Sans fonction de cadre";"Sexe - total";7379;5004;5908;9373;11179
"2020";"Zürich";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Sans fonction de cadre";"Femmes";6148;4552;5156;7761;9748
"2020";"Zürich";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Sans fonction de cadre";"Hommes";8098;5556;6631;10078;11651
"2020";"Zürich";"> 62 Activité informatiques";"Position professionnelle - total";"Sexe - total";10036;6190;7797;12744;17309
"2020";"Zürich";"> 62 Activité informatiques";"Position professionnelle - total";"Femmes";8306;5474;6685;10696;13908
"2020";"Zürich";"> 62 Activité informatiques";"Position professionnelle - total";"Hommes";10417;6500;8212;13236;18006
"2020";"Zürich";"> 62 Activité informatiques";"Cadre supérieur et moyen";"Sexe - total";13265;7770;10111;16434;23552
"2020";"Zürich";"> 62 Activité informatiques";"Cadre supérieur et moyen";"Femmes";11457;6665;8123;15531;19725
"2020";"Zürich";"> 62 Activité informatiques";"Cadre supérieur et moyen";"Hommes";13562;7917;10491;16604;23777
"2020";"Zürich";"> 62 Activité informatiques";"Cadre inférieur";"Sexe - total";11905;7925;10323;13527;18213
"2020";"Zürich";"> 62 Activité informatiques";"Cadre inférieur";"Femmes";10906;7010;8650;12467;15088
"2020";"Zürich";"> 62 Activité informatiques";"Cadre inférieur";"Hommes";12013;8190;10574;13704;18373
"2020";"Zürich";"> 62 Activité informatiques";"Responsable de l'exécution des travaux";"Sexe - total";10445;7596;9000;11611;13500
"2020";"Zürich";"> 62 Activité informatiques";"Responsable de l'exécution des travaux";"Femmes";9306;5716;7880;11138;13023
"2020";"Zürich";"> 62 Activité informatiques";"Responsable de l'exécution des travaux";"Hommes";10548;7944;9428;11650;13500
"2020";"Zürich";"> 62 Activité informatiques";"Sans fonction de cadre";"Sexe - total";9064;5758;7124;11093;15600
"2020";"Zürich";"> 62 Activité informatiques";"Sans fonction de cadre";"Femmes";7836;5252;6413;9760;12230
"2020";"Zürich";"> 62 Activité informatiques";"Sans fonction de cadre";"Hommes";9468;5957;7476;11446;16308
"2020";"Zürich";"> 63 Services d'information";"Position professionnelle - total";"Sexe - total";15065;6302;8665;23893;33672
"2020";"Zürich";"> 63 Services d'information";"Position professionnelle - total";"Femmes";10132;5454;6752;18646;25976
"2020";"Zürich";"> 63 Services d'information";"Position professionnelle - total";"Hommes";17045;7245;9868;25688;35397
"2020";"Zürich";"> 63 Services d'information";"Cadre supérieur et moyen";"Sexe - total";14542;8198;10069;37819;58811
"2020";"Zürich";"> 63 Services d'information";"Cadre supérieur et moyen";"Femmes";12810;7947;8397;32842;44628
"2020";"Zürich";"> 63 Services d'information";"Cadre supérieur et moyen";"Hommes";15443;8372;10298;38312;60831
"2020";"Zürich";"> 63 Services d'information";"Cadre inférieur";"Sexe - total";27090;9365;13026;34976;41030
"2020";"Zürich";"> 63 Services d'information";"Cadre inférieur";"Femmes";24889;7717;11941;31223;35442
"2020";"Zürich";"> 63 Services d'information";"Cadre inférieur";"Hommes";28077;10133;13440;35630;42301
"2020";"Zürich";"> 63 Services d'information";"Responsable de l'exécution des travaux";"Sexe - total";23973;16126;19560;28068;31683
"2020";"Zürich";"> 63 Services d'information";"Responsable de l'exécution des travaux";"Femmes";20101;9098;17984;25318;27367
"2020";"Zürich";"> 63 Services d'information";"Responsable de l'exécution des travaux";"Hommes";24935;17046;20718;28798;33614
"2020";"Zürich";"> 63 Services d'information";"Sans fonction de cadre";"Sexe - total";10206;5508;6976;16563;20939
"2020";"Zürich";"> 63 Services d'information";"Sans fonction de cadre";"Femmes";7601;4623;5901;13948;18231
"2020";"Zürich";"> 63 Services d'information";"Sans fonction de cadre";"Hommes";11998;6075;8095;18073;21500
"2020";"Ostschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Position professionnelle - total";"Sexe - total";6812;4435;5300;8644;10920
"2020";"Ostschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Position professionnelle - total";"Femmes";5257;4054;4488;6775;8482
"2020";"Ostschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Position professionnelle - total";"Hommes";7489;4942;6012;9251;11504
"2020";"Ostschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre supérieur et moyen";"Sexe - total";10920;8071;9106;13309;20037
"2020";"Ostschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre supérieur et moyen";"Femmes";;;;;
"2020";"Ostschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre supérieur et moyen";"Hommes";10920;8203;9171;13309;21821
"2020";"Ostschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre inférieur";"Sexe - total";8780;6408;7573;11173;14624
"2020";"Ostschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre inférieur";"Femmes";7761;4824;6720;8566;9670
"2020";"Ostschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre inférieur";"Hommes";9263;6511;7790;11322;14624
"2020";"Ostschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Responsable de l'exécution des travaux";"Sexe - total";8000;6251;6687;9593;11054
"2020";"Ostschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Responsable de l'exécution des travaux";"Femmes";6932;5778;6400;8270;9778
"2020";"Ostschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Responsable de l'exécution des travaux";"Hommes";8108;6400;6875;9809;11371
"2020";"Ostschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Sans fonction de cadre";"Sexe - total";6224;4330;4964;7782;9338
"2020";"Ostschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Sans fonction de cadre";"Femmes";5068;3969;4435;6321;7880
"2020";"Ostschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Sans fonction de cadre";"Hommes";6778;4780;5543;8202;9885
"2020";"Ostschweiz";"> 62 Activité informatiques";"Position professionnelle - total";"Sexe - total";8398;5402;6614;10476;13012
"2020";"Ostschweiz";"> 62 Activité informatiques";"Position professionnelle - total";"Femmes";6911;4865;5728;8400;10650
"2020";"Ostschweiz";"> 62 Activité informatiques";"Position professionnelle - total";"Hommes";8751;5647;6911;10793;13513
"2020";"Ostschweiz";"> 62 Activité informatiques";"Cadre supérieur et moyen";"Sexe - total";10985;6905;8571;14751;18530
"2020";"Ostschweiz";"> 62 Activité informatiques";"Cadre supérieur et moyen";"Femmes";;;;;
"2020";"Ostschweiz";"> 62 Activité informatiques";"Cadre supérieur et moyen";"Hommes";11245;7136;8715;14997;19048
"2020";"Ostschweiz";"> 62 Activité informatiques";"Cadre inférieur";"Sexe - total";9837;6519;7752;11828;13415
"2020";"Ostschweiz";"> 62 Activité informatiques";"Cadre inférieur";"Femmes";;;;;
"2020";"Ostschweiz";"> 62 Activité informatiques";"Cadre inférieur";"Hommes";10006;6714;7776;11899;13574
"2020";"Ostschweiz";"> 62 Activité informatiques";"Responsable de l'exécution des travaux";"Sexe - total";9525;5947;7136;10635;11347
"2020";"Ostschweiz";"> 62 Activité informatiques";"Responsable de l'exécution des travaux";"Femmes";;;;;
"2020";"Ostschweiz";"> 62 Activité informatiques";"Responsable de l'exécution des travaux";"Hommes";9525;5947;7290;10502;11347
"2020";"Ostschweiz";"> 62 Activité informatiques";"Sans fonction de cadre";"Sexe - total";7720;5184;6189;9467;10967
"2020";"Ostschweiz";"> 62 Activité informatiques";"Sans fonction de cadre";"Femmes";6627;4716;5614;7997;9500
"2020";"Ostschweiz";"> 62 Activité informatiques";"Sans fonction de cadre";"Hommes";8056;5285;6408;9780;11179
"2020";"Ostschweiz";"> 63 Services d'information";"Position professionnelle - total";"Sexe - total";6066;3990;4923;7778;10398
"2020";"Ostschweiz";"> 63 Services d'information";"Position professionnelle - total";"Femmes";5419;3603;4427;6359;7334
"2020";"Ostschweiz";"> 63 Services d'information";"Position professionnelle - total";"Hommes";6897;4140;5483;9410;12374
"2020";"Ostschweiz";"> 63 Services d'information";"Cadre supérieur et moyen";"Sexe - total";;;;;
"2020";"Ostschweiz";"> 63 Services d'information";"Cadre supérieur et moyen";"Femmes";;;;;
"2020";"Ostschweiz";"> 63 Services d'information";"Cadre supérieur et moyen";"Hommes";;;;;
"2020";"Ostschweiz";"> 63 Services d'information";"Cadre inférieur";"Sexe - total";;;;;
"2020";"Ostschweiz";"> 63 Services d'information";"Cadre inférieur";"Femmes";;;;;
"2020";"Ostschweiz";"> 63 Services d'information";"Cadre inférieur";"Hommes";;;;;
"2020";"Ostschweiz";"> 63 Services d'information";"Responsable de l'exécution des travaux";"Sexe - total";;;;;
"2020";"Ostschweiz";"> 63 Services d'information";"Responsable de l'exécution des travaux";"Femmes";..;..;..;..;..
"2020";"Ostschweiz";"> 63 Services d'information";"Responsable de l'exécution des travaux";"Hommes";;;;;
"2020";"Ostschweiz";"> 63 Services d'information";"Sans fonction de cadre";"Sexe - total";5697;3990;4811;6993;8785
"2020";"Ostschweiz";"> 63 Services d'information";"Sans fonction de cadre";"Femmes";5322;3603;4411;6206;7096
"2020";"Ostschweiz";"> 63 Services d'information";"Sans fonction de cadre";"Hommes";6599;4297;5395;7866;9561
"2020";"Zentralschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Position professionnelle - total";"Sexe - total";7221;4862;5827;8909;10843
"2020";"Zentralschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Position professionnelle - total";"Femmes";5780;4192;4841;7095;8531
"2020";"Zentralschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Position professionnelle - total";"Hommes";7648;5412;6378;9367;11180
"2020";"Zentralschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre supérieur et moyen";"Sexe - total";8309;4415;5935;11833;14216
"2020";"Zentralschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre supérieur et moyen";"Femmes";4864;3683;4015;6846;9405
"2020";"Zentralschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre supérieur et moyen";"Hommes";9382;5173;7177;12500;15344
"2020";"Zentralschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre inférieur";"Sexe - total";9077;6594;7646;10624;11699
"2020";"Zentralschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre inférieur";"Femmes";;;;;
"2020";"Zentralschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre inférieur";"Hommes";9077;6551;7663;10624;11699
"2020";"Zentralschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Responsable de l'exécution des travaux";"Sexe - total";7998;5562;6602;9171;10408
"2020";"Zentralschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Responsable de l'exécution des travaux";"Femmes";;;;;
"2020";"Zentralschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Responsable de l'exécution des travaux";"Hommes";8110;5776;6752;9251;10408
"2020";"Zentralschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Sans fonction de cadre";"Sexe - total";6657;4753;5581;7942;9491
"2020";"Zentralschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Sans fonction de cadre";"Femmes";5663;4309;4891;6693;7619
"2020";"Zentralschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Sans fonction de cadre";"Hommes";7055;5203;6018;8335;9934
"2020";"Zentralschweiz";"> 62 Activité informatiques";"Position professionnelle - total";"Sexe - total";9127;5554;6938;11388;14584
"2020";"Zentralschweiz";"> 62 Activité informatiques";"Position professionnelle - total";"Femmes";7132;4876;5905;9307;11933
"2020";"Zentralschweiz";"> 62 Activité informatiques";"Position professionnelle - total";"Hommes";9459;5820;7375;11843;14984
"2020";"Zentralschweiz";"> 62 Activité informatiques";"Cadre supérieur et moyen";"Sexe - total";12141;7338;9564;15500;23022
"2020";"Zentralschweiz";"> 62 Activité informatiques";"Cadre supérieur et moyen";"Femmes";;;;;
"2020";"Zentralschweiz";"> 62 Activité informatiques";"Cadre supérieur et moyen";"Hommes";12313;7765;9869;15650;22630
"2020";"Zentralschweiz";"> 62 Activité informatiques";"Cadre inférieur";"Sexe - total";10312;7005;8527;12457;14215
"2020";"Zentralschweiz";"> 62 Activité informatiques";"Cadre inférieur";"Femmes";;;;;
"2020";"Zentralschweiz";"> 62 Activité informatiques";"Cadre inférieur";"Hommes";10312;7295;8571;12431;14668
"2020";"Zentralschweiz";"> 62 Activité informatiques";"Responsable de l'exécution des travaux";"Sexe - total";9174;5676;6870;11334;13667
"2020";"Zentralschweiz";"> 62 Activité informatiques";"Responsable de l'exécution des travaux";"Femmes";;;;;
"2020";"Zentralschweiz";"> 62 Activité informatiques";"Responsable de l'exécution des travaux";"Hommes";9310;5675;7245;11444;13963
"2020";"Zentralschweiz";"> 62 Activité informatiques";"Sans fonction de cadre";"Sexe - total";8158;5344;6457;10196;12369
"2020";"Zentralschweiz";"> 62 Activité informatiques";"Sans fonction de cadre";"Femmes";6817;4762;5647;8610;10201
"2020";"Zentralschweiz";"> 62 Activité informatiques";"Sans fonction de cadre";"Hommes";8667;5511;6744;10451;12642
"2020";"Zentralschweiz";"> 63 Services d'information";"Position professionnelle - total";"Sexe - total";7558;4745;6255;10299;13855
"2020";"Zentralschweiz";"> 63 Services d'information";"Position professionnelle - total";"Femmes";7314;4587;5644;9597;11914
"2020";"Zentralschweiz";"> 63 Services d'information";"Position professionnelle - total";"Hommes";8370;5269;6744;10665;14250
"2020";"Zentralschweiz";"> 63 Services d'information";"Cadre supérieur et moyen";"Sexe - total";;;;;
"2020";"Zentralschweiz";"> 63 Services d'information";"Cadre supérieur et moyen";"Femmes";;;;;
"2020";"Zentralschweiz";"> 63 Services d'information";"Cadre supérieur et moyen";"Hommes";;;;;
"2020";"Zentralschweiz";"> 63 Services d'information";"Cadre inférieur";"Sexe - total";;;;;
"2020";"Zentralschweiz";"> 63 Services d'information";"Cadre inférieur";"Femmes";;;;;
"2020";"Zentralschweiz";"> 63 Services d'information";"Cadre inférieur";"Hommes";;;;;
"2020";"Zentralschweiz";"> 63 Services d'information";"Responsable de l'exécution des travaux";"Sexe - total";;;;;
"2020";"Zentralschweiz";"> 63 Services d'information";"Responsable de l'exécution des travaux";"Femmes";..;..;..;..;..
"2020";"Zentralschweiz";"> 63 Services d'information";"Responsable de l'exécution des travaux";"Hommes";;;;;
"2020";"Zentralschweiz";"> 63 Services d'information";"Sans fonction de cadre";"Sexe - total";7091;4610;5998;9267;10575
"2020";"Zentralschweiz";"> 63 Services d'information";"Sans fonction de cadre";"Femmes";7054;4428;5442;8500;10575
"2020";"Zentralschweiz";"> 63 Services d'information";"Sans fonction de cadre";"Hommes";7907;5066;6255;9338;10712
"2020";"Ticino";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Position professionnelle - total";"Sexe - total";3567;3126;3315;5040;7793
"2020";"Ticino";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Position professionnelle - total";"Femmes";3394;2920;3267;3737;4658
"2020";"Ticino";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Position professionnelle - total";"Hommes";5679;3584;4405;8062;10337
"2020";"Ticino";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre supérieur et moyen";"Sexe - total";10937;5171;6829;14953;22820
"2020";"Ticino";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre supérieur et moyen";"Femmes";;;;;
"2020";"Ticino";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre supérieur et moyen";"Hommes";12475;5268;8179;15837;24556
"2020";"Ticino";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre inférieur";"Sexe - total";8314;3902;5132;9854;12563
"2020";"Ticino";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre inférieur";"Femmes";;;;;
"2020";"Ticino";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre inférieur";"Hommes";8360;4878;6626;10311;12767
"2020";"Ticino";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Responsable de l'exécution des travaux";"Sexe - total";5778;3693;4332;9910;11085
"2020";"Ticino";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Responsable de l'exécution des travaux";"Femmes";;;;;
"2020";"Ticino";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Responsable de l'exécution des travaux";"Hommes";;;;;
"2020";"Ticino";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Sans fonction de cadre";"Sexe - total";3433;3053;3286;4441;6235
"2020";"Ticino";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Sans fonction de cadre";"Femmes";3394;2914;3266;3708;4344
"2020";"Ticino";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Sans fonction de cadre";"Hommes";5199;3428;4224;6869;8339
"2020";"Ticino";"> 62 Activité informatiques";"Position professionnelle - total";"Sexe - total";6593;3980;4874;8850;11953
"2020";"Ticino";"> 62 Activité informatiques";"Position professionnelle - total";"Femmes";5926;3539;4332;7931;10283
"2020";"Ticino";"> 62 Activité informatiques";"Position professionnelle - total";"Hommes";6824;4061;4994;9253;12469
"2020";"Ticino";"> 62 Activité informatiques";"Cadre supérieur et moyen";"Sexe - total";9164;4933;7077;11738;16929
"2020";"Ticino";"> 62 Activité informatiques";"Cadre supérieur et moyen";"Femmes";;;;;
"2020";"Ticino";"> 62 Activité informatiques";"Cadre supérieur et moyen";"Hommes";9412;4874;7018;12337;17447
"2020";"Ticino";"> 62 Activité informatiques";"Cadre inférieur";"Sexe - total";5723;4077;5091;8134;10711
"2020";"Ticino";"> 62 Activité informatiques";"Cadre inférieur";"Femmes";;;;;
"2020";"Ticino";"> 62 Activité informatiques";"Cadre inférieur";"Hommes";6145;4077;5058;8389;10803
"2020";"Ticino";"> 62 Activité informatiques";"Responsable de l'exécution des travaux";"Sexe - total";6349;4280;5085;7936;10741
"2020";"Ticino";"> 62 Activité informatiques";"Responsable de l'exécution des travaux";"Femmes";;;;;
"2020";"Ticino";"> 62 Activité informatiques";"Responsable de l'exécution des travaux";"Hommes";6585;4331;5444;7936;9917
"2020";"Ticino";"> 62 Activité informatiques";"Sans fonction de cadre";"Sexe - total";6129;3762;4444;8201;10872
"2020";"Ticino";"> 62 Activité informatiques";"Sans fonction de cadre";"Femmes";5600;3476;4070;7150;9267
"2020";"Ticino";"> 62 Activité informatiques";"Sans fonction de cadre";"Hommes";6264;3920;4646;8485;11343
"2020";"Ticino";"> 63 Services d'information";"Position professionnelle - total";"Sexe - total";4009;3113;3508;5003;6759
"2020";"Ticino";"> 63 Services d'information";"Position professionnelle - total";"Femmes";3726;3087;3396;4245;5189
"2020";"Ticino";"> 63 Services d'information";"Position professionnelle - total";"Hommes";;;;;
"2020";"Ticino";"> 63 Services d'information";"Cadre supérieur et moyen";"Sexe - total";;;;;
"2020";"Ticino";"> 63 Services d'information";"Cadre supérieur et moyen";"Femmes";;;;;
"2020";"Ticino";"> 63 Services d'information";"Cadre supérieur et moyen";"Hommes";;;;;
"2020";"Ticino";"> 63 Services d'information";"Cadre inférieur";"Sexe - total";;;;;
"2020";"Ticino";"> 63 Services d'information";"Cadre inférieur";"Femmes";;;;;
"2020";"Ticino";"> 63 Services d'information";"Cadre inférieur";"Hommes";;;;;
"2020";"Ticino";"> 63 Services d'information";"Responsable de l'exécution des travaux";"Sexe - total";;;;;
"2020";"Ticino";"> 63 Services d'information";"Responsable de l'exécution des travaux";"Femmes";;;;;
"2020";"Ticino";"> 63 Services d'information";"Responsable de l'exécution des travaux";"Hommes";;;;;
"2020";"Ticino";"> 63 Services d'information";"Sans fonction de cadre";"Sexe - total";;;;;
"2020";"Ticino";"> 63 Services d'information";"Sans fonction de cadre";"Femmes";;;;;
"2020";"Ticino";"> 63 Services d'information";"Sans fonction de cadre";"Hommes";;;;;
"2018";"Suisse";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Position professionnelle - total";"Sexe - total";6829;4506;5334;9000;11589
"2018";"Suisse";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Position professionnelle - total";"Femmes";5519;3925;4633;7007;9196
"2018";"Suisse";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Position professionnelle - total";"Hommes";7670;5156;6158;9887;12525
"2018";"Suisse";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre supérieur et moyen";"Sexe - total";11751;7451;9508;15531;21799
"2018";"Suisse";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre supérieur et moyen";"Femmes";10451;5585;6889;13666;18459
"2018";"Suisse";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre supérieur et moyen";"Hommes";12194;8095;9936;15854;22409
"2018";"Suisse";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre inférieur";"Sexe - total";9750;6884;8209;11408;13396
"2018";"Suisse";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre inférieur";"Femmes";9124;6154;7435;10835;13351
"2018";"Suisse";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre inférieur";"Hommes";9890;7193;8374;11524;13396
"2018";"Suisse";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Responsable de l'exécution des travaux";"Sexe - total";7408;5230;6350;9010;11084
"2018";"Suisse";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Responsable de l'exécution des travaux";"Femmes";6488;4613;5742;7533;9539
