"Année";"Grande région";"Division économique";"Position professionnelle";"Sexe";"Médiane";"P10";"P25";"P75";"P90"
"2018";"Ostschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre supérieur et moyen";"Hommes";10732;7949;8679;14054;18647
"2018";"Ostschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre inférieur";"Sexe - total";8762;5932;7309;11081;13984
"2018";"Ostschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre inférieur";"Femmes";;;;;
"2018";"Ostschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre inférieur";"Hommes";9174;6172;7398;11182;14459
"2018";"Ostschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Responsable de l'exécution des travaux";"Sexe - total";7849;6118;6829;9797;11959
"2018";"Ostschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Responsable de l'exécution des travaux";"Femmes";6998;5791;6254;8572;9647
"2018";"Ostschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Responsable de l'exécution des travaux";"Hommes";7957;6296;6969;9893;12167
"2018";"Ostschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Sans fonction de cadre";"Sexe - total";6035;4333;4885;7575;9244
"2018";"Ostschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Sans fonction de cadre";"Femmes";4915;4000;4429;5967;7328
"2018";"Ostschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Sans fonction de cadre";"Hommes";6820;4841;5631;8333;9773
"2018";"Ostschweiz";"> 62 Activité informatiques";"Position professionnelle - total";"Sexe - total";7841;5061;6301;10157;12921
"2018";"Ostschweiz";"> 62 Activité informatiques";"Position professionnelle - total";"Femmes";6733;4680;5500;8095;10238
"2018";"Ostschweiz";"> 62 Activité informatiques";"Position professionnelle - total";"Hommes";8175;5265;6581;10589;13510
"2018";"Ostschweiz";"> 62 Activité informatiques";"Cadre supérieur et moyen";"Sexe - total";11144;5700;7623;14286;17928
"2018";"Ostschweiz";"> 62 Activité informatiques";"Cadre supérieur et moyen";"Femmes";;;;;
"2018";"Ostschweiz";"> 62 Activité informatiques";"Cadre supérieur et moyen";"Hommes";11250;5653;7667;14672;18540
"2018";"Ostschweiz";"> 62 Activité informatiques";"Cadre inférieur";"Sexe - total";9732;6433;7846;11618;14128
"2018";"Ostschweiz";"> 62 Activité informatiques";"Cadre inférieur";"Femmes";;;;;
"2018";"Ostschweiz";"> 62 Activité informatiques";"Cadre inférieur";"Hommes";9841;6729;7851;12050;14128
"2018";"Ostschweiz";"> 62 Activité informatiques";"Responsable de l'exécution des travaux";"Sexe - total";10000;6334;8282;11124;13021
"2018";"Ostschweiz";"> 62 Activité informatiques";"Responsable de l'exécution des travaux";"Femmes";;;;;
"2018";"Ostschweiz";"> 62 Activité informatiques";"Responsable de l'exécution des travaux";"Hommes";10213;6902;8855;11230;13107
"2018";"Ostschweiz";"> 62 Activité informatiques";"Sans fonction de cadre";"Sexe - total";7339;4918;6000;8940;10710
"2018";"Ostschweiz";"> 62 Activité informatiques";"Sans fonction de cadre";"Femmes";6515;4603;5365;7635;9000
"2018";"Ostschweiz";"> 62 Activité informatiques";"Sans fonction de cadre";"Hommes";7588;5024;6250;9262;10981
"2018";"Ostschweiz";"> 63 Services d'information";"Position professionnelle - total";"Sexe - total";6503;4537;5291;7977;10075
"2018";"Ostschweiz";"> 63 Services d'information";"Position professionnelle - total";"Femmes";5785;4379;5137;7317;7980
"2018";"Ostschweiz";"> 63 Services d'information";"Position professionnelle - total";"Hommes";7196;4878;5608;8837;11410
"2018";"Ostschweiz";"> 63 Services d'information";"Cadre supérieur et moyen";"Sexe - total";;;;;
"2018";"Ostschweiz";"> 63 Services d'information";"Cadre supérieur et moyen";"Femmes";;;;;
"2018";"Ostschweiz";"> 63 Services d'information";"Cadre supérieur et moyen";"Hommes";;;;;
"2018";"Ostschweiz";"> 63 Services d'information";"Cadre inférieur";"Sexe - total";;;;;
"2018";"Ostschweiz";"> 63 Services d'information";"Cadre inférieur";"Femmes";;;;;
"2018";"Ostschweiz";"> 63 Services d'information";"Cadre inférieur";"Hommes";;;;;
"2018";"Ostschweiz";"> 63 Services d'information";"Responsable de l'exécution des travaux";"Sexe - total";;;;;
"2018";"Ostschweiz";"> 63 Services d'information";"Responsable de l'exécution des travaux";"Femmes";;;;;
"2018";"Ostschweiz";"> 63 Services d'information";"Responsable de l'exécution des travaux";"Hommes";;;;;
"2018";"Ostschweiz";"> 63 Services d'information";"Sans fonction de cadre";"Sexe - total";5983;4279;5174;7398;8394
"2018";"Ostschweiz";"> 63 Services d'information";"Sans fonction de cadre";"Femmes";5508;4128;4860;6450;7556
"2018";"Ostschweiz";"> 63 Services d'information";"Sans fonction de cadre";"Hommes";6549;4384;5486;7805;8877
"2018";"Zentralschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Position professionnelle - total";"Sexe - total";8441;5092;6496;11138;14409
"2018";"Zentralschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Position professionnelle - total";"Femmes";7431;4469;5280;10226;13334
"2018";"Zentralschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Position professionnelle - total";"Hommes";8910;5759;6939;11404;14496
"2018";"Zentralschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre supérieur et moyen";"Sexe - total";10618;4845;7751;17278;22840
"2018";"Zentralschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre supérieur et moyen";"Femmes";7305;3564;4503;11523;20023
"2018";"Zentralschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre supérieur et moyen";"Hommes";11310;6517;9168;18190;23761
"2018";"Zentralschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre inférieur";"Sexe - total";8974;7342;7343;10564;13152
"2018";"Zentralschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre inférieur";"Femmes";;;;;
"2018";"Zentralschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre inférieur";"Hommes";8974;7341;7647;10668;13173
"2018";"Zentralschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Responsable de l'exécution des travaux";"Sexe - total";7080;5571;5852;9583;11140
"2018";"Zentralschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Responsable de l'exécution des travaux";"Femmes";;;;;
"2018";"Zentralschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Responsable de l'exécution des travaux";"Hommes";7642;5750;5979;9681;11628
"2018";"Zentralschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Sans fonction de cadre";"Sexe - total";8162;5025;6371;10732;13276
"2018";"Zentralschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Sans fonction de cadre";"Femmes";7474;4571;5340;10179;12975
"2018";"Zentralschweiz";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Sans fonction de cadre";"Hommes";8505;5639;6778;10923;13347
"2018";"Zentralschweiz";"> 62 Activité informatiques";"Position professionnelle - total";"Sexe - total";8684;5286;6666;10980;13920
"2018";"Zentralschweiz";"> 62 Activité informatiques";"Position professionnelle - total";"Femmes";6713;4518;5442;8264;10665
"2018";"Zentralschweiz";"> 62 Activité informatiques";"Position professionnelle - total";"Hommes";9178;5700;7171;11490;14400
"2018";"Zentralschweiz";"> 62 Activité informatiques";"Cadre supérieur et moyen";"Sexe - total";11769;7208;9461;14400;18421
"2018";"Zentralschweiz";"> 62 Activité informatiques";"Cadre supérieur et moyen";"Femmes";8600;4883;6190;12463;15259
"2018";"Zentralschweiz";"> 62 Activité informatiques";"Cadre supérieur et moyen";"Hommes";11905;7617;9647;14496;18687
"2018";"Zentralschweiz";"> 62 Activité informatiques";"Cadre inférieur";"Sexe - total";9844;6736;7996;11700;13237
"2018";"Zentralschweiz";"> 62 Activité informatiques";"Cadre inférieur";"Femmes";;;;;
"2018";"Zentralschweiz";"> 62 Activité informatiques";"Cadre inférieur";"Hommes";10097;7083;8440;12063;14151
"2018";"Zentralschweiz";"> 62 Activité informatiques";"Responsable de l'exécution des travaux";"Sexe - total";9293;6400;7768;11346;13476
"2018";"Zentralschweiz";"> 62 Activité informatiques";"Responsable de l'exécution des travaux";"Femmes";;;;;
"2018";"Zentralschweiz";"> 62 Activité informatiques";"Responsable de l'exécution des travaux";"Hommes";9474;6832;8182;11383;13476
"2018";"Zentralschweiz";"> 62 Activité informatiques";"Sans fonction de cadre";"Sexe - total";7750;4996;6117;9700;11885
"2018";"Zentralschweiz";"> 62 Activité informatiques";"Sans fonction de cadre";"Femmes";6534;4497;5176;7810;9839
"2018";"Zentralschweiz";"> 62 Activité informatiques";"Sans fonction de cadre";"Hommes";8235;5242;6500;10086;12404
"2018";"Zentralschweiz";"> 63 Services d'information";"Position professionnelle - total";"Sexe - total";7216;4759;5737;9338;14667
"2018";"Zentralschweiz";"> 63 Services d'information";"Position professionnelle - total";"Femmes";6202;4706;5370;7398;10971
"2018";"Zentralschweiz";"> 63 Services d'information";"Position professionnelle - total";"Hommes";7368;4759;6130;9962;14921
"2018";"Zentralschweiz";"> 63 Services d'information";"Cadre supérieur et moyen";"Sexe - total";;;;;
"2018";"Zentralschweiz";"> 63 Services d'information";"Cadre supérieur et moyen";"Femmes";;;;;
"2018";"Zentralschweiz";"> 63 Services d'information";"Cadre supérieur et moyen";"Hommes";;;;;
"2018";"Zentralschweiz";"> 63 Services d'information";"Cadre inférieur";"Sexe - total";;;;;
"2018";"Zentralschweiz";"> 63 Services d'information";"Cadre inférieur";"Femmes";;;;;
"2018";"Zentralschweiz";"> 63 Services d'information";"Cadre inférieur";"Hommes";;;;;
"2018";"Zentralschweiz";"> 63 Services d'information";"Responsable de l'exécution des travaux";"Sexe - total";;;;;
"2018";"Zentralschweiz";"> 63 Services d'information";"Responsable de l'exécution des travaux";"Femmes";..;..;..;..;..
"2018";"Zentralschweiz";"> 63 Services d'information";"Responsable de l'exécution des travaux";"Hommes";;;;;
"2018";"Zentralschweiz";"> 63 Services d'information";"Sans fonction de cadre";"Sexe - total";6338;4714;5308;7333;7971
"2018";"Zentralschweiz";"> 63 Services d'information";"Sans fonction de cadre";"Femmes";;;;;
"2018";"Zentralschweiz";"> 63 Services d'information";"Sans fonction de cadre";"Hommes";;;;;
"2018";"Ticino";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Position professionnelle - total";"Sexe - total";3655;3149;3294;4820;6997
"2018";"Ticino";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Position professionnelle - total";"Femmes";3465;3094;3247;3800;4587
"2018";"Ticino";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Position professionnelle - total";"Hommes";5159;3489;4217;7310;9181
"2018";"Ticino";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre supérieur et moyen";"Sexe - total";7784;5650;6031;10952;16923
"2018";"Ticino";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre supérieur et moyen";"Femmes";;;;;
"2018";"Ticino";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre supérieur et moyen";"Hommes";;;;;
"2018";"Ticino";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre inférieur";"Sexe - total";6408;4407;4841;8043;9188
"2018";"Ticino";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre inférieur";"Femmes";;;;;
"2018";"Ticino";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre inférieur";"Hommes";6879;4841;4841;8043;9583
"2018";"Ticino";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Responsable de l'exécution des travaux";"Sexe - total";;;;;
"2018";"Ticino";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Responsable de l'exécution des travaux";"Femmes";;;;;
"2018";"Ticino";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Responsable de l'exécution des travaux";"Hommes";;;;;
"2018";"Ticino";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Sans fonction de cadre";"Sexe - total";3519;3134;3271;4006;5444
"2018";"Ticino";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Sans fonction de cadre";"Femmes";3409;3076;3230;3722;4006
"2018";"Ticino";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Sans fonction de cadre";"Hommes";4790;3394;3844;6089;7784
"2018";"Ticino";"> 62 Activité informatiques";"Position professionnelle - total";"Sexe - total";6943;3984;5156;9693;12247
"2018";"Ticino";"> 62 Activité informatiques";"Position professionnelle - total";"Femmes";5997;3792;4360;7441;8994
"2018";"Ticino";"> 62 Activité informatiques";"Position professionnelle - total";"Hommes";7400;4031;5406;10267;12823
"2018";"Ticino";"> 62 Activité informatiques";"Cadre supérieur et moyen";"Sexe - total";10397;5159;7319;14033;20056
"2018";"Ticino";"> 62 Activité informatiques";"Cadre supérieur et moyen";"Femmes";;;;;
"2018";"Ticino";"> 62 Activité informatiques";"Cadre supérieur et moyen";"Hommes";10655;5608;7618;14118;21100
"2018";"Ticino";"> 62 Activité informatiques";"Cadre inférieur";"Sexe - total";7936;4544;5635;10996;13686
"2018";"Ticino";"> 62 Activité informatiques";"Cadre inférieur";"Femmes";;;;;
"2018";"Ticino";"> 62 Activité informatiques";"Cadre inférieur";"Hommes";8312;4923;6350;11500;14321
"2018";"Ticino";"> 62 Activité informatiques";"Responsable de l'exécution des travaux";"Sexe - total";;;;;
"2018";"Ticino";"> 62 Activité informatiques";"Responsable de l'exécution des travaux";"Femmes";;;;;
"2018";"Ticino";"> 62 Activité informatiques";"Responsable de l'exécution des travaux";"Hommes";;;;;
"2018";"Ticino";"> 62 Activité informatiques";"Sans fonction de cadre";"Sexe - total";6447;3758;4565;8444;10614
"2018";"Ticino";"> 62 Activité informatiques";"Sans fonction de cadre";"Femmes";5997;3748;4338;6878;8464
"2018";"Ticino";"> 62 Activité informatiques";"Sans fonction de cadre";"Hommes";6688;3780;4701;8852;11028
"2018";"Ticino";"> 63 Services d'information";"Position professionnelle - total";"Sexe - total";4054;3281;3532;4772;7765
"2018";"Ticino";"> 63 Services d'information";"Position professionnelle - total";"Femmes";3608;3134;3300;4270;6317
"2018";"Ticino";"> 63 Services d'information";"Position professionnelle - total";"Hommes";4251;3281;3630;5439;8460
"2018";"Ticino";"> 63 Services d'information";"Cadre supérieur et moyen";"Sexe - total";;;;;
"2018";"Ticino";"> 63 Services d'information";"Cadre supérieur et moyen";"Femmes";..;..;..;..;..
"2018";"Ticino";"> 63 Services d'information";"Cadre supérieur et moyen";"Hommes";;;;;
"2018";"Ticino";"> 63 Services d'information";"Cadre inférieur";"Sexe - total";;;;;
"2018";"Ticino";"> 63 Services d'information";"Cadre inférieur";"Femmes";..;..;..;..;..
"2018";"Ticino";"> 63 Services d'information";"Cadre inférieur";"Hommes";;;;;
"2018";"Ticino";"> 63 Services d'information";"Responsable de l'exécution des travaux";"Sexe - total";;;;;
"2018";"Ticino";"> 63 Services d'information";"Responsable de l'exécution des travaux";"Femmes";;;;;
"2018";"Ticino";"> 63 Services d'information";"Responsable de l'exécution des travaux";"Hommes";;;;;
"2018";"Ticino";"> 63 Services d'information";"Sans fonction de cadre";"Sexe - total";3899;3250;3468;4590;6176
"2018";"Ticino";"> 63 Services d'information";"Sans fonction de cadre";"Femmes";3608;3134;3281;4211;5148
"2018";"Ticino";"> 63 Services d'information";"Sans fonction de cadre";"Hommes";4111;3281;3608;4722;6176
"2016";"Suisse";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Position professionnelle - total";"Sexe - total";6875;4495;5359;8923;11434
"2016";"Suisse";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Position professionnelle - total";"Femmes";5478;3910;4596;6970;8993
"2016";"Suisse";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Position professionnelle - total";"Hommes";7716;5201;6224;9808;12348
"2016";"Suisse";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre supérieur et moyen";"Sexe - total";11901;7663;9592;15129;19716
"2016";"Suisse";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre supérieur et moyen";"Femmes";10763;6234;8269;13808;17474
"2016";"Suisse";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre supérieur et moyen";"Hommes";12043;8069;9851;15303;20186
"2016";"Suisse";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre inférieur";"Sexe - total";9725;6871;8360;11204;12862
"2016";"Suisse";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre inférieur";"Femmes";8770;5607;7040;10233;11968
"2016";"Suisse";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre inférieur";"Hommes";9889;7119;8606;11358;12978
"2016";"Suisse";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Responsable de l'exécution des travaux";"Sexe - total";7200;5000;6003;8732;10316
"2016";"Suisse";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Responsable de l'exécution des travaux";"Femmes";6134;4369;5097;7276;8991
"2016";"Suisse";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Responsable de l'exécution des travaux";"Hommes";7599;5442;6447;9091;10677
"2016";"Suisse";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Sans fonction de cadre";"Sexe - total";6339;4344;5106;7880;9655
"2016";"Suisse";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Sans fonction de cadre";"Femmes";5329;3832;4526;6612;8136
"2016";"Suisse";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Sans fonction de cadre";"Hommes";7084;5037;5854;8552;10340
"2016";"Suisse";"> 62 Activité informatiques";"Position professionnelle - total";"Sexe - total";8823;5527;6911;11090;13860
"2016";"Suisse";"> 62 Activité informatiques";"Position professionnelle - total";"Femmes";7424;4811;5967;9250;11454
"2016";"Suisse";"> 62 Activité informatiques";"Position professionnelle - total";"Hommes";9179;5707;7193;11429;14268
"2016";"Suisse";"> 62 Activité informatiques";"Cadre supérieur et moyen";"Sexe - total";11523;7079;9188;14460;18596
"2016";"Suisse";"> 62 Activité informatiques";"Cadre supérieur et moyen";"Femmes";9524;5625;7240;12727;16314
"2016";"Suisse";"> 62 Activité informatiques";"Cadre supérieur et moyen";"Hommes";11755;7442;9415;14619;18701
"2016";"Suisse";"> 62 Activité informatiques";"Cadre inférieur";"Sexe - total";10019;6595;7914;12037;14290
"2016";"Suisse";"> 62 Activité informatiques";"Cadre inférieur";"Femmes";8421;6002;7043;10668;12889
"2016";"Suisse";"> 62 Activité informatiques";"Cadre inférieur";"Hommes";10298;6700;8351;12226;14393
"2016";"Suisse";"> 62 Activité informatiques";"Responsable de l'exécution des travaux";"Sexe - total";9181;5993;7373;11100;13373
"2016";"Suisse";"> 62 Activité informatiques";"Responsable de l'exécution des travaux";"Femmes";7950;5105;6626;9951;12350
"2016";"Suisse";"> 62 Activité informatiques";"Responsable de l'exécution des travaux";"Hommes";9449;6140;7570;11358;13610
"2016";"Suisse";"> 62 Activité informatiques";"Sans fonction de cadre";"Sexe - total";7940;5122;6350;9809;11665
"2016";"Suisse";"> 62 Activité informatiques";"Sans fonction de cadre";"Femmes";6919;4664;5639;8426;10234
"2016";"Suisse";"> 62 Activité informatiques";"Sans fonction de cadre";"Hommes";8270;5291;6639;10062;11903
"2016";"Suisse";"> 63 Services d'information";"Position professionnelle - total";"Sexe - total";9920;5266;7040;18228;24995
"2016";"Suisse";"> 63 Services d'information";"Position professionnelle - total";"Femmes";7481;4625;5652;9794;16929
"2016";"Suisse";"> 63 Services d'information";"Position professionnelle - total";"Hommes";11581;6036;7899;19809;26167
"2016";"Suisse";"> 63 Services d'information";"Cadre supérieur et moyen";"Sexe - total";22507;9468;13674;28316;41868
"2016";"Suisse";"> 63 Services d'information";"Cadre supérieur et moyen";"Femmes";;;;;
"2016";"Suisse";"> 63 Services d'information";"Cadre supérieur et moyen";"Hommes";23003;9509;13726;28316;41868
"2016";"Suisse";"> 63 Services d'information";"Cadre inférieur";"Sexe - total";10377;7140;8846;12110;14816
"2016";"Suisse";"> 63 Services d'information";"Cadre inférieur";"Femmes";9362;5560;8133;12212;14919
"2016";"Suisse";"> 63 Services d'information";"Cadre inférieur";"Hommes";10377;7641;9286;11969;14575
"2016";"Suisse";"> 63 Services d'information";"Responsable de l'exécution des travaux";"Sexe - total";19073;7040;13436;20757;23457
"2016";"Suisse";"> 63 Services d'information";"Responsable de l'exécution des travaux";"Femmes";;;;;
"2016";"Suisse";"> 63 Services d'information";"Responsable de l'exécution des travaux";"Hommes";19311;7838;15146;20847;23623
"2016";"Suisse";"> 63 Services d'information";"Sans fonction de cadre";"Sexe - total";7640;4641;5925;9571;13064
"2016";"Suisse";"> 63 Services d'information";"Sans fonction de cadre";"Femmes";6553;4335;5299;8159;9832
"2016";"Suisse";"> 63 Services d'information";"Sans fonction de cadre";"Hommes";8319;4779;6454;10806;14171
"2016";"Région lémanique";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Position professionnelle - total";"Sexe - total";7277;4893;5919;9036;11370
"2016";"Région lémanique";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Position professionnelle - total";"Femmes";6423;4396;5266;7639;9541
"2016";"Région lémanique";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Position professionnelle - total";"Hommes";7961;5366;6532;9738;12319
"2016";"Région lémanique";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre supérieur et moyen";"Sexe - total";12053;8019;9838;16057;23752
"2016";"Région lémanique";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre supérieur et moyen";"Femmes";11623;7631;9591;16465;24765
"2016";"Région lémanique";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre supérieur et moyen";"Hommes";12300;8193;9893;15949;23529
"2016";"Région lémanique";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre inférieur";"Sexe - total";9356;6642;8123;11226;14050
"2016";"Région lémanique";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre inférieur";"Femmes";8684;6000;7146;10212;13004
"2016";"Région lémanique";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Cadre inférieur";"Hommes";9644;6968;8310;11404;14069
"2016";"Région lémanique";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Responsable de l'exécution des travaux";"Sexe - total";7519;5000;6237;9207;10776
"2016";"Région lémanique";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Responsable de l'exécution des travaux";"Femmes";6911;4523;5355;8527;9952
"2016";"Région lémanique";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Responsable de l'exécution des travaux";"Hommes";7810;5416;6607;9438;10997
"2016";"Région lémanique";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Sans fonction de cadre";"Sexe - total";6950;4759;5712;8382;9997
"2016";"Région lémanique";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Sans fonction de cadre";"Femmes";6269;4332;5184;7278;8745
"2016";"Région lémanique";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Sans fonction de cadre";"Hommes";7601;5200;6285;9002;10845
"2016";"Région lémanique";"> 62 Activité informatiques";"Position professionnelle - total";"Sexe - total";8844;5515;6910;10900;13487
"2016";"Région lémanique";"> 62 Activité informatiques";"Position professionnelle - total";"Femmes";7518;4893;6049;9746;12494
"2016";"Région lémanique";"> 62 Activité informatiques";"Position professionnelle - total";"Hommes";9096;5721;7137;11111;13695
"2016";"Région lémanique";"> 62 Activité informatiques";"Cadre supérieur et moyen";"Sexe - total";11054;6276;8432;14132;18190
"2016";"Région lémanique";"> 62 Activité informatiques";"Cadre supérieur et moyen";"Femmes";9998;5625;7133;13404;15168
"2016";"Région lémanique";"> 62 Activité informatiques";"Cadre supérieur et moyen";"Hommes";11238;6349;8571;14328;18325
"2016";"Région lémanique";"> 62 Activité informatiques";"Cadre inférieur";"Sexe - total";9889;6672;8214;11667;13981
"2016";"Région lémanique";"> 62 Activité informatiques";"Cadre inférieur";"Femmes";8602;5416;6865;10828;15166
"2016";"Région lémanique";"> 62 Activité informatiques";"Cadre inférieur";"Hommes";10107;7096;8509;11688;13927
"2016";"Région lémanique";"> 62 Activité informatiques";"Responsable de l'exécution des travaux";"Sexe - total";8896;6413;7395;10693;12530
"2016";"Région lémanique";"> 62 Activité informatiques";"Responsable de l'exécution des travaux";"Femmes";8000;5644;6836;9748;12191
"2016";"Région lémanique";"> 62 Activité informatiques";"Responsable de l'exécution des travaux";"Hommes";9039;6665;7498;10778;12646
"2016";"Région lémanique";"> 62 Activité informatiques";"Sans fonction de cadre";"Sexe - total";7898;5096;6222;9769;11372
"2016";"Région lémanique";"> 62 Activité informatiques";"Sans fonction de cadre";"Femmes";7025;4661;5596;8921;10776
"2016";"Région lémanique";"> 62 Activité informatiques";"Sans fonction de cadre";"Hommes";8099;5207;6430;9905;11584
"2016";"Région lémanique";"> 63 Services d'information";"Position professionnelle - total";"Sexe - total";10215;5282;8142;13828;19014
"2016";"Région lémanique";"> 63 Services d'information";"Position professionnelle - total";"Femmes";9162;5990;7933;12242;14990
"2016";"Région lémanique";"> 63 Services d'information";"Position professionnelle - total";"Hommes";11234;5266;8394;14776;19634
"2016";"Région lémanique";"> 63 Services d'information";"Cadre supérieur et moyen";"Sexe - total";;;;;
"2016";"Région lémanique";"> 63 Services d'information";"Cadre supérieur et moyen";"Femmes";;;;;
"2016";"Région lémanique";"> 63 Services d'information";"Cadre supérieur et moyen";"Hommes";;;;;
"2016";"Région lémanique";"> 63 Services d'information";"Cadre inférieur";"Sexe - total";;;;;
"2016";"Région lémanique";"> 63 Services d'information";"Cadre inférieur";"Femmes";;;;;
"2016";"Région lémanique";"> 63 Services d'information";"Cadre inférieur";"Hommes";;;;;
"2016";"Région lémanique";"> 63 Services d'information";"Responsable de l'exécution des travaux";"Sexe - total";;;;;
"2016";"Région lémanique";"> 63 Services d'information";"Responsable de l'exécution des travaux";"Femmes";;;;;
"2016";"Région lémanique";"> 63 Services d'information";"Responsable de l'exécution des travaux";"Hommes";;;;;
"2016";"Région lémanique";"> 63 Services d'information";"Sans fonction de cadre";"Sexe - total";8816;5078;7750;11265;14246
"2016";"Région lémanique";"> 63 Services d'information";"Sans fonction de cadre";"Femmes";;;;;
"2016";"Région lémanique";"> 63 Services d'information";"Sans fonction de cadre";"Hommes";;;;;
"2016";"Espace Mittelland";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Position professionnelle - total";"Sexe - total";6282;4554;5171;8061;10544
"2016";"Espace Mittelland";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Position professionnelle - total";"Femmes";5391;4299;4715;6508;8419
"2016";"Espace Mittelland";"> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie";"Position professionnelle - total";"Hommes";7031;5037;5782;8898;11542
